Event,SiteID,DOC,PO4-P,TN,DIN-N,Fluoride,Chloride,Bromide,Sulfate,Lithium,Sodium,Potassium,Region,Reach,SiteType,Lat,Long,Area_SS,Watershed,Category,Mar 50%,Jul 50%,Fall 50%,Forest,%DEV,%IMP,%Herb
Summer,230,2.62,0.027150714,0.867333333,0.1475782,4.002,440.9718,0.3488,221.135,1.4149,895.8595,33.95,Spanish Fork,3,Mainstem,40.09495604,-111.6549262,658,Spanish Fork,Ag unreg,38.7,80.1,48.3,56.6,1.4,0.27,5.45
Summer,241,8.44,0.393221488,31.774,16.535036,14.3273,3353.9716,0.8744,653.7056,1.4258,172.7787,22.3913,Lower Provo,4,Canal,40.20801,-111.648793,18,Other,Lake Tributary,0,0,0,47.1,40.6,23,0
Summer,244,7.35,0.270102263,2.948333333,1.5926232,10.0528,2451.1051,0.9541,943.8579,2.8171,4959.0563,289.7481,Utah Valley,9,Tributary,40.145825,-111.646196,18.1,Other,Lake Tributary,5.79,5.64,5.63,35.9,29,12.1,9.87
Summer,246,3.71,0.060453871,0.820666667,0.0217154,9.456,49.5574,0.0358,589.4449,19.7386,9888.9667,811.5808,American Fork,6,Mainstem,40.47939626,-111.6474276,37,American Fork,Mountain Urban,16.8,45.6,17.6,70.3,0.21,0.00409,4.08
Summer,248,5.14,0.022586375,4.940666667,1.670543,4.7483,981.9862,0.6977,482.3135,1.3512,522.8765,90.9854,Hobble Creek,1,Canal,40.174576,-111.647286,1.1,Hobble Creek,Mountain Urban,0.807,0.421,0.422,3.11,59.1,27.4,1.46
Summer,249,3.9,0.044168,1.19,0.2502472,1.9376,146.7269,0.1846,86.7121,1.0229,285.2561,16.5698,Hobble Creek,1,Mainstem,40.184,-111.64727,125,Hobble Creek,Mountain Urban,16.3,36.6,29.5,56.7,4.49,1.75,7.61
Summer,251,3.23,0.022505875,1.478333333,0.1438234,18.755,535.9753,0.6014,919.6777,2.3528,778.3796,49.1503,Lower Provo,4,Canal,40.201663,-111.647067,18,Other,Lake Tributary,0,0,0,47.1,40.6,23,0
Summer,252,4.56,0.0383864,1.544333333,0.1562372,5.8262,477.5834,0.1564,365.4272,2.0137,392.9369,45.7372,Lower Provo,7,Mainstem,40.32484313,-111.6446184,659,Provo River,Mixed dammed,0,0,0,65.7,4.28,0.47,3.49
Summer,255,2.38,0.02453088,0.522666667,0.1385006,4.016,383.5644,0.3794,266.9412,1.4084,502.3012,28.4325,Lower Provo,7,Mainstem,40.32634338,-111.642149,659,Provo River,Mixed dammed,0,0,0,65.7,4.28,0.46,3.94
Summer,258,2.77,0.027994669,0.636,0.0375354,6.7061,40.8537,0.0415,689.4946,2.2485,449.7417,52.5752,American Fork,6,Mainstem,40.48384038,-111.6404736,30,American Fork,Mountain Urban,14.8,44.3,16.6,70.8,0.2,0.00164,3.98
Summer,266,0.88,0.00883,0.000333333,0.1380442,3.8141,122.2115,,336.1081,,0.0198,3.7788,American Fork,7,Mainstem,40.49575331,-111.6382857,23.5,American Fork,Mountain Urban,13.4,44.9,16,67.3,0.25,0.0021,4.81
Summer,270,14.5,0.0351744,1.582666667,0.09261,3.8923,92.0155,,358.1629,,0.0155,3.774,American Fork,7,Mainstem,40.49902544,-111.6363105,17.6,American Fork,Mountain Urban,9.78,37.1,13.2,72.1,0.0827,0.0028,4.2
Summer,274,12.58,0.582850114,21.37346667,8.29902465,22.61142,3458.32782,323.839975,1789.14212,1.6603,2106.33274,123.09512,Hobble Creek,1,Canal,40.19125,-111.631442,7.39,Hobble Creek,Mountain Urban,3.52,5.05,3.6,37.7,32.2,14.3,10.2
Summer,282,1.09,0.0383864,0.441,0.0642586,0.8796,21.6229,,70.4728,0.9399,32.6377,4.6719,American Fork,8,Tributary,40.51106686,-111.6270642,0.42,American Fork,Mountain Urban,0.404,1.55,0.611,62.8,0,0.00583,1.1
Summer,284,6.15,0.031888035,1.897333333,0.1346408,3.6559,1095.6749,0.6935,529.995,1.228,95.3571,15.989,Hobble Creek,2,Canal,40.183286,-111.626142,0.23,Hobble Creek,Mountain Urban,0.366,0.162,0.136,2.46,92.8,46.5,2.25
Summer,285,0.8,0.0358168,0.364,0.1027278,1.498,20.5975,,112.178,0.9385,33.9142,5.7118,American Fork,8,Mainstem,40.51183968,-111.6257612,14.3,American Fork,Mountain Urban,7.85,36.9,12.7,72.1,0.1,0.00206,4.6
Summer,286,2.23,0.030994776,5.102,13.0461814,13.5043,3221.6986,0.9106,659.2051,1.4745,6159.4706,321.5907,Hobble Creek,2,Canal,40.180569,-111.624742,0.22,Hobble Creek,Mountain Urban,0.36,0.151,0.131,2.28,93.4,46.5,2.36
Summer,288,4.11,0.03564376,2.994666667,0.9243318,32.8014,1466.2553,0.8694,2727.4463,1.7478,399.503,46.8499,Hobble Creek,2,Canal,40.17801212,-111.6210277,0.19,Hobble Creek,Mountain Urban,0.292,0.126,0.118,2.53,93.7,46.8,1.27
Summer,289,24.04,0.033940226,4.863,1.1356968,6.0954,568.0019,0.6324,444.2475,,0.0795,3.7783,Hobble Creek,4,Mainstem,40.17275,-111.620666,114,Hobble Creek,Mountain Urban,15.4,33.4,28.3,58.5,1.96,0.55,7.56
Summer,291,3.42,0.024860012,0.318666667,0.8867516,33.7096,1367.776,0.7717,2367.1517,,37.4981,6.332,Hobble Creek,1,Canal,40.18558,-111.61883,3.69,Hobble Creek,Mountain Urban,2.49,2.55,1.82,33.5,38.1,15.2,12.6
Summer,297,5.41,0.2646,2.465666667,0.2119026,7.1636,515.7868,0.1458,415.4979,2.6746,1011.5676,114.131,Lower Provo,7,Mainstem,40.337732,-111.610198,649,Provo River,Mixed dammed,0,0,0,65.6,4.33,0.46,3.52
Summer,299,3.37,0.03356,0.654333333,0.0157668,2.7307,24.9448,,232.5153,22.9372,7763.0222,637.7941,American Fork,9,Tributary,40.52390995,-111.6092155,2.13,American Fork,Mountain Urban,1.87,17,4.98,56.1,0,0,7.58
Summer,300,2.93,0.0342,0.946,0.0827372,1.4469,31.4814,0.018,136.2048,2.6031,1204.8421,128.1838,American Fork,9,Mainstem,40.52356894,-111.6089645,11.4,American Fork,Mountain Urban,6,31.9,10.9,74,0.13,0.002,4.32
Summer,301,14.89,0.04252,4.584,1.563793,52.289,2639.5688,1.5423,5050.7729,,0.2366,3.7857,Hobble Creek,2,Canal,40.181733,-111.61102,3.69,Hobble Creek,Mountain Urban,2.49,2.55,1.82,33.5,38.1,15.2,12.6
Summer,304,20.79,0.03356,2.482333333,0.1829282,9.6222,2331.2805,0.8514,1298.5742,,0.272,3.7812,Spanish Fork,4,Pond,40.082782,-111.601173,620,Spanish Fork,Ag unreg,0,0,0,57.5,0.84,0.0842,5.27
Summer,305,2.53,0.029755891,0.619666667,0.0950866,7.5035,871.4917,0.1744,794.8227,1.8655,1624.2589,47.4961,Spanish Fork,4,Pond,40.072067,-111.600219,0,Spanish Fork,Ag unreg,0,0,0,57.5,0.84,0.0842,5.27
Summer,307,2.34,0.023816784,0.711333333,0.1707888,4.9155,616.2266,0.317,524.0414,1.5742,1096.265,35.013,Spanish Fork,4,Mainstem,40.08440426,-111.5968581,637,Spanish Fork,Ag unreg,37.8,77.4,47.2,57.5,0.87,0.0965,5.28
Summer,309,8.83,0.03548,0.96,0.0772128,2.8514,29.4772,,213.8322,,0.0146,3.7761,American Fork,10,Mainstem,40.54480414,-111.594891,3.44,American Fork,Mountain Urban,2.73,24.9,7.26,47.4,0.2,0,10.6
Summer,313,3.7,0.03356,0.84,0.0704648,2.1718,32.0882,0.0208,204.5953,1.1789,4.7141,0.1411,American Fork,10,Mainstem,40.53978615,-111.5931462,4.03,American Fork,Mountain Urban,3.04,24.4,7.36,53.5,0.17,0,9.01
Summer,314,,,,,,,,,,,,Lower Provo,8,Mainstem,40.34772865,-111.5902004,644,Provo River,Mixed dammed,0,0,0,65.7,4.34,4.34,3.52
Summer,317,10.79,0.03548,1.608333333,0.3191552,3.6471,116.2583,,91.9033,,0.0148,3.7734,Lower Provo,11,Tributary,40.39162195,-111.5793664,11.2,Provo River,Mixed dammed,4.82,16.1,6.48,57.3,2.02,0.0632,3.13
Summer,318,19.46,0.03484,2.668,0.0032634,4.9406,630.1714,,364.4279,,0.0716,3.7794,Lower Provo,8,Pond,40.355132,-111.573446,33.4,Provo River,Mixed dammed,9,14.3,7.21,72.5,0.12,0.00876,7.5
Summer,319,1.98,0.020089544,0.589333333,0.1261477,2.009,100.30395,0.0667,81.2729,1.2955,191.28615,17.0571,Lower Provo,8,Tributary,40.35273002,-111.5701898,33.4,Provo River,Mixed dammed,9,14.3,7.21,72.4,0.12,0.00868,7.52
Summer,320,5.46,0.044182854,1.26,0.0368732,3.7946,352.4969,0.1274,223.0575,2.1958,2012.1448,113.5941,Spanish Fork,5,Mainstem,40.06119,-111.56931,632,Spanish Fork,Ag unreg,37.6,76.9,46.3,57.5,0.84,0.0842,5.27
Summer,321,2.99,0.017826716,1.458,0.21385,2.1729,271.6659,0.0433,85.2675,1.8719,1212.2077,58.8917,Lower Provo,10,Tributary,40.3667924,-111.5574463,13.4,Provo River,Mixed dammed,5.23,13.1,5.72,59.2,2.35,0.0683,2.64
Summer,322,21.38,0.03612,2.876666667,0.2404374,5.6738,688.7455,0.3812,734.8781,,0.0848,3.7763,Hobble Creek,3,Pond,40.149585,-111.557356,108,Hobble Creek,Mountain Urban,14.8,31.7,26.9,60,0.56,0.0193,7.16
Summer,326,3.62,0.025876478,0.847666667,0.0898436,4.8304,218.856,0.2462,174.2421,1.1989,273.513,18.1979,Lower Provo,10,Mainstem,40.37792584,-111.5540865,593,Provo River,Mixed dammed,0,0,0,65.5,4.62,0.49,0
Summer,330,2.21,0.009210478,0.453666667,0.2321382,8.9996,537.1401,0.1889,451.1113,1.7161,719.4586,38.9392,Lower Provo,10,Mainstem,40.38745,-111.54528,587,Provo River,Mixed dammed,0,0,0,65.4,4.66,0.49,3.34
Summer,331,2.98,0.079006379,0.598333333,0.0288498,3.0806,293.9794,0.3409,154.0712,1.2197,567.3662,19.696,Spanish Fork,5,Mainstem,40.041343,-111.544636,619,Spanish Fork,Ag unreg,37.2,75.7,45,57.6,0.84,0.0845,5.27
Summer,338,5.7,0.005813069,1.079666667,0.0070504,5.7784,578.6325,0.4308,438.3281,1.274,118.4819,11.9953,Wallsberg,1,Lake,40.414143,-111.513252,557,Provo River,Mixed dammed,0,0,0,64.7,4.81,0.51,3.47
Summer,343,2.42,,0.476666667,0.0456148,3.9839,211.1158,0.1031,174.9954,1.2056,538.8218,22.128,Diamond Fork,1,Mainstem,40.02894,-111.51149,610,Spanish Fork,Ag unreg,36.9,74.8,44.6,57.6,0.83,0.0846,5.28
Summer,345,15.98,0.032967537,2.084666667,0.0348348,3.95695,244.48415,0.4041,237.55415,1.3687,371.0223,18.3223,Diamond Fork,1,Tributary,40.02690407,-111.5040762,156,Spanish Fork,Ag unreg,16.9,36.1,25.2,55.8,0.37,0.01,4.93
Summer,346,3.72,,1.816333333,,,,,,,,,Diamond Fork,1,Mainstem,40.02467447,-111.5029699,453,Spanish Fork,Ag unreg,31.3,53,31.2,58.3,0.98,0.11,5.4
Summer,347,5.57,0.00855127,1.161,0.0307916,13.5143,859.9573,0.3714,227.5416,1.9025,364.4434,36.3043,Spanish Fork,6,Tributary,39.98495415,-111.5021397,213,Spanish Fork,Ag unreg,21.9,28,15.3,51.5,1.12,0.11,7.42
Summer,348,0.92,0.029207631,0.302,0.23933,5,575.9967,0.3379,1141.9126,9.5601,1222.2782,60.2083,Hobble Creek,4,Mainstem,40.162042,-111.501661,102,Hobble Creek,Mountain Urban,14.1,30.3,25.8,60.3,0.45,0.00951,6.59
Summer,353,0.83,0.026755531,0.336333333,0.118755,2.271,141.1075,0.1039,68.6946,24.2994,1459.44165,231.3966,Hobble Creek,4,Mainstem,40.16579416,-111.4982439,58.8,Hobble Creek,Mountain Urban,10.7,19,17.7,56.3,0.0622,0.00186,7.64
Summer,358,11.08,0.057093554,3.530333333,0.8263276,12.9684,1046.9813,0.3889,734.1378,11.7273,1472.3989,248.8314,Spanish Fork,6,Mainstem,39.99372,-111.49392,236,Spanish Fork,Ag unreg,19.9,33,23,64.8,0.8,0.0994,3.55
Summer,361,1.24,0.0456494,0.310666667,0.0109564,3.4052,65.7383,0.02,67.0729,7.0646,2537.7497,389.4935,Middle Provo,4,Tributary,40.56276,-111.49156,5.95,Provo River,Mixed dammed,2.01,17.6,6.18,73.7,5.44,0.0759,2.61
Summer,367,21.71,0.049171324,3.818666667,1.1483822,17.3034,1414.3694,1.0902,1526.541,,0.1681,3.7797,Middle Provo,2,Tributary,40.48145468,-111.4868015,0.62,Provo River,Mixed dammed,0.209,0.238,0.159,43.2,3.85,0.067,3.8
Summer,369,4.14,0.035272538,2.596,0.305116,7.3349,189.0216,0.1482,310.4452,20.9563,7837.1146,715.3881,Middle Provo,4,Tributary,40.53715,-111.48593,22.5,Provo River,Mixed dammed,7.26,21.3,9.06,72.2,3.99,0.073,2.31
Summer,370,6.65,0.0391354,1.135666667,0.256207,6.3816,251.6659,0.2289,351.3744,1.7721,254.5253,31.1416,Diamond Fork,1,Tributary,40.03828953,-111.4857454,154,Spanish Fork,Ag unreg,16.8,35.7,25,56.2,0.37,0.0106,4.94
Summer,372,3.25,0.025568635,1.249333333,0.1387386,50.2486,1240.8211,1.7546,2175.681,1.4648,451.8178,29.6076,Middle Provo,4,Tributary,40.52995788,-111.484909,23.2,Provo River,Mixed dammed,7.38,20.2,8.75,71.4,5.12,0.14,2.27
Summer,374,6.2,0.024939813,1.527,0.185983,23.3402,1184.4762,1.5871,2101.0964,1.519,805.7773,38.643,Middle Provo,3,Tributary,40.514559,-111.483668,27.7,Provo River,Mixed dammed,8.24,18.2,8.37,69,5.43,0.28,2.38
Summer,378,4.37,0.0469522,0.881,0.0111986,7.1359,303.4322,0.1986,211.0057,6.7689,1193.8194,120.6079,Wallsberg,2,Tributary,40.411177,-111.482209,71.2,Provo River,Mixed dammed,17,13.6,7.88,58.2,1.24,0.0921,6.65
Summer,379,3.14,0.020505691,0.028,0.0990304,22.7608,1241.7029,1.5941,2212.9239,1.1945,78.2493,12.7084,Middle Provo,3,Tributary,40.4963428,-111.4790732,29.5,Provo River,Mixed dammed,8.57,16.7,7.91,67.4,5.46,0.31,2.4
Summer,380,,0.022516979,,0.2297092,2.4962,224.3899,0.3646,50.976,1.123,389.4112,17.404,Wallsberg,2,Tributary,40.40966007,-111.4785169,71,Provo River,Mixed dammed,0,0,0,58.2,1.2,0.0855,6.66
Summer,382,2.9,0.0494378,0.805333333,0.0176834,9.197,312.7929,0.1967,1578.0197,2.3518,515.7417,65.1504,Hobble Creek,5,Tributary,40.16884607,-111.4774088,40.6,Hobble Creek,Mountain Urban,7.87,15.2,12.4,66.2,0.9,0.0192,4.82
Summer,386,6.86,0.037602516,1.189,0.0913878,4.2682,818.0146,0.9021,181.5339,2.163,391.1729,51.2673,Wallsberg,2,Tributary,40.406315,-111.472506,70,Provo River,Mixed dammed,16.9,13.7,7.97,58.8,1.17,0.0821,6.52
Summer,389,19.67,0.030803671,2.54,0.356657,11.0682,844.2657,0.357,708.9186,,0.0723,3.7793,Middle Provo,12,Mainstem,40.47718221,-111.4721298,409,Provo River,Mixed dammed,0,0,0,66.3,5,0.63,2.96
Summer,395,,0.036369948,,0.9194738,37.5143,1360.3077,1.315,2092.5163,8.8463,2931.2717,231.1797,Middle Provo,12,Tributary,40.48828471,-111.4690807,30.6,Provo River,Mixed dammed,8.73,15.5,7.53,65.1,5.96,0.42,2.34
Summer,396,8.23,0.029594774,1.799333333,0.1139992,4.9806,753.8692,0.8757,129.7157,9.9404,1285.1858,205.715,Wallsberg,3,Tributary,40.404156,-111.465417,69.2,Provo River,Mixed dammed,0,0,0,59,1.16,0.0812,6.51
Summer,400,11.84,0.0139438,0.69,,18.9604,274.2731,,1851.1803,,0.0423,3.7751,Hobble Creek,5,Tributary,40.18273541,-111.4626821,32.9,Hobble Creek,Mountain Urban,6.84,12.5,9.74,66.5,0.93,0.0217,4.33
Summer,405,2.94,0.030366918,0.425333333,0.0106638,3.9879,552.7627,0.7276,125.826,1.7723,713.0371,74.8967,Wallsberg,3,Tributary,40.40174729,-111.4592051,55.3,Provo River,Mixed dammed,0,0,0,66.4,1.04,0.0553,4.41
Summer,413,5.36,0.0179366,0.848,0.007084,6.2783,187.1374,0.1815,267.9946,1.2348,125.7017,16.0577,Diamond Fork,2,Tributary,40.05745649,-111.4538022,146,Spanish Fork,Ag unreg,16,34.9,24.3,57,0.39,0.0111,4.6
Summer,419,11.74,0.0494378,1.659,0.0380058,7.435,479.5997,,437.0376,,0.0412,3.7759,Middle Provo,10,Mainstem,40.50717276,-111.4496313,279,Provo River,Mixed dammed,0,0,0,71.1,4.07,0.23,2.99
Summer,420,3.11,0.020732176,0.546333333,0.0055062,9.3115,235.4202,0.1611,1891.4968,,80.6094,10.7827,Hobble Creek,5,Tributary,40.186,-111.44962,32.1,Hobble Creek,Mountain Urban,6.65,12.2,9.57,66.5,0.86,0.0213,4.04
Summer,421,0.98,0.021601212,0.226666667,0.0207704,2.3349,401.8034,0.4331,141.7507,1.14825,706.9395,14.83125,Wallsberg,4,Tributary,40.395966,-111.449456,52.1,Provo River,Mixed dammed,0,0,0,66.4,1.08,0.0571,4.44
Summer,425,17.81,0.051414973,3.384666667,0.5875394,9.3568,1686.6529,0.2464,338.0769,,0.0918,3.7799,Middle Provo,10,Tributary,40.50023865,-111.4442507,89.5,Provo River,Mixed dammed,0,0,0,57.7,6.17,1.59,2.29
Summer,430,2.31,,0.468333333,0.0090986,6.9713,236.9899,0.1313,334.624,1.4865,1001.1043,27.0928,Diamond Fork,2,Tributary,40.06428575,-111.4397996,139,Spanish Fork,Ag unreg,15.5,34.2,24.1,57.4,0.41,0.0117,4.54
Summer,445,2.73,0.0358784,0.387333333,0.0884128,6.7656,504.5472,,391.0262,,0.0386,3.7768,Middle Provo,6,Mainstem,40.55412408,-111.431579,270,Provo River,Mixed dammed,0,0,0,72.1,3.87,0.21,2.95
Summer,451,20.61,0.0494378,2.192,0.094801,7.6565,569.2881,,421.7063,,0.0476,3.7786,Middle Provo,6,Tributary,40.55633852,-111.4296325,268,Provo River,Mixed dammed,0,0,0,72.4,3.87,0.2,3.01
Summer,455,4.52,0.055829863,0.439333333,0.041041,2.998,233.242,0.1276,160.4114,1.008,235.7572,29.8844,Middle Provo,7,Tributary,40.52181484,-111.4276058,268,Provo River,Mixed dammed,0,0,0,72.4,3.87,0.2,3.01
Summer,456,6.7,0.0139438,1.187333333,0.0828058,3.4963,194.0567,0.0515,156.1027,1.2638,114.4217,9.9382,Middle Provo,5,Mainstem,40.59495075,-111.4271377,262,Provo River,Mixed dammed,45,161,26.3,72.5,3.84,0.19,3.02
Summer,459,,0.012756543,1.994333333,1.7345356,2.9873,586.8605,0.3749,169.5516,1.4473,1010.7271,25.8393,Wallsberg,4,Spring,40.386811,-111.425517,0.16,Provo River,Mixed dammed,0.0619,0.0624,0.0453,7.31,23.8,3.84,14.4
Summer,463,28.69,0.041312718,3.888666667,0.6229986,8.094,2050.131,0.3166,412.8753,,0.1435,3.7872,Middle Provo,7,Canal,40.51162375,-111.4232445,6.8,Provo River,Mixed dammed,0,0,0,0,9.47,2.52,0
Summer,464,9.88,0.062748071,2.956,0.4216282,5.4737,859.2597,0.1348,170.3483,3.011,2115.4863,245.776,Middle Provo,7,Tributary,40.516205,-111.423171,7.03,Provo River,Mixed dammed,0,0,0,41.1,10.7,3.17,2.55
Summer,484,0.2,0.002257713,0.484666667,0.3300262,2.9171,158.3102,0.2462,178.8338,1.074,275.0156,11.2453,Wallsberg,6,Tributary,40.34214,-111.41008,7.09,Provo River,Mixed dammed,2.22,5.85,2.77,71.1,0.0392,0.00245,2.13
Summer,486,1.65,0.048255,0.435666667,0.0713384,2.9089,49.3562,,494.0684,1.0074,92.4147,5.5332,Hobble Creek,8,Mainstem,40.26132179,-111.408333,7.77,Hobble Creek,Mountain Urban,2.36,4.32,2.83,67.2,0.0134,0.000233,1.29
Summer,488,1.5,0.0463008,0.334,0.031031,3.3164,108.6572,0.1322,49.6597,1.2198,191.6615,16.3079,Hobble Creek,6,Tributary,40.19852909,-111.4075214,18.6,Hobble Creek,Mountain Urban,4.25,8.23,5.89,68.6,0.8,0.0116,2.04
Summer,490,2.75,0.019446063,1.095,0.2110066,15.6922,935.3195,0.2381,574.9958,2.9981,2369.7377,70.5625,Spanish Fork,8,Mainstem,39.9959828,-111.4052957,175,Spanish Fork,Ag unreg,16.5,26.1,18,63.9,0.84,0.12,3.27
Summer,494,0.88,,0.301333333,0.0581574,2.5656,229.8378,0.3898,88.6616,1.2292,425.1752,41.1125,Wallsberg,6,Tributary,40.34742541,-111.4026699,2.53,Provo River,Mixed dammed,0.941,2.8,1.32,77.4,0.79,0.0764,0.36
Summer,500,4.33,0.0259222,0.798,0.0331128,4.7185,107.962,0.0554,33.4319,10.6815,4991.4996,302.6331,Hobble Creek,6,Tributary,40.19550853,-111.3899038,14.1,Hobble Creek,Mountain Urban,3.73,6.88,4.52,65.1,0.15,0.00196,2.33
Summer,501,3.23,0.013119047,2.394333333,0.5520746,4.0817,1508.5156,0.2581,231.9513,4.0602,5662.7028,432.2033,Middle Provo,9,Tributary,40.4578723,-111.3856844,42.6,Provo River,Mixed dammed,0,0,0,78.1,2.33,0.12,1.07
Summer,506,6,0.032387429,0.969333333,0.0459816,3.3189,191.1797,0.0394,151.7645,1.2065,22.1517,5.7136,Middle Provo,9,Canal,40.47828891,-111.3768467,19.2,Provo River,Mixed dammed,2.33,6.03,1.28,68.8,0.71,0.0556,0
Summer,508,5.65,0.026986975,1.270666667,0.0148512,6.8517,248.945,0.2087,331.3341,1.2313,237.5347,7.5106,Diamond Fork,3,Tributary,40.0812008,-111.363283,95.3,Spanish Fork,Ag unreg,12.2,26.2,17.2,59.1,0.6,0.0171,3.94
Summer,511,0.31,,0.195333333,0.0481418,2.3715,86.8218,,222.7688,1.0818,208.7935,12.1505,Wallsberg,7,Tributary,40.31891,-111.35992,10.2,Provo River,Mixed dammed,3.73,18.4,1.4,86.4,1.71,0.046,0.41
Summer,512,1.17,0.014571385,0.36,0.0206892,19.7282,548.7159,0.4018,1763.9295,3.1319,3771.8542,110.4509,Diamond Fork,3,Tributary,40.08467661,-111.3551846,35.9,Spanish Fork,Ag unreg,6.41,13.3,9.49,59,0.65,0.0194,2.5
Summer,513,3.6,0.034020359,0.536,0.0017976,4.9134,205.1658,0.1925,139.9477,3.4054,1608.2611,192.9749,Diamond Fork,3,Tributary,40.08411974,-111.3546187,39,Spanish Fork,Ag unreg,7.89,13.4,8.88,60.3,0.83,0.0214,5.44
Summer,519,4.93,0.066283414,1.900333333,0.0754446,2.9329,79.9834,0.0497,44.3491,1.1969,107.0966,13.3731,Diamond Fork,4,Tributary,40.14578699,-111.3376812,26.2,Spanish Fork,Ag unreg,5.28,11.6,7.36,63.8,0.89,0.0266,2.31
Summer,523,3.69,0.0528308,1.192,0.132454,2.3127,73.4644,0.0404,32.4835,1.7154,128.2976,25.4936,Diamond Fork,4,Tributary,40.1772,-111.32869,18.9,Spanish Fork,Ag unreg,4.08,9.68,5.81,68,0.54,0.0144,1.61
Summer,524,18.49,0.0501164,2.861666667,0.6659324,6.2927,188.4858,,104.3536,,0.0705,3.7791,Diamond Fork,4,Tributary,40.18717606,-111.328512,15.9,Spanish Fork,Ag unreg,3.77,8.86,5,66.3,0.0236,0.00599,1.75
Summer,525,5.02,0.03707045,1.942,0.3520636,5.2692,1625.642,0.3999,97.1734,1.197,64.0453,7.9532,Middle Provo,9,Tributary,40.41134802,-111.3212904,29.7,Provo River,Mixed dammed,5.29,23.3,3.04,84.2,2.38,0.13,0.24
Summer,528,20.25,0.0209312,2.148,0.0388038,8.8341,749.7744,0.822,741.357,,0.1719,3.7879,Diamond Fork,4,Tributary,40.15023538,-111.3026802,11.1,Spanish Fork,Ag unreg,3.04,6.32,3.66,57.6,2.22,0.0457,1.64
Summer,531,2.8,0.056855966,0.564333333,0.340823,5.7744,602.9513,0.3387,40.1959,2.4392,1093.4616,94.5062,Middle Provo,8,Tributary,40.49550993,-111.2873982,15,Provo River,Mixed dammed,2.32,9.06,2.1,80.7,1.52,0.0953,2.92
Summer,532,,0.084396869,,0.0227766,4.714,380.6001,0.1192,17.3069,0.9924,712.6753,49.7408,Middle Provo,8,Tributary,40.49523065,-111.287397,15,Provo River,Mixed dammed,2.32,9.06,2.1,80.7,1.52,0.0953,2.92
Summer,550,,,,0.1394946,4.3633,176.058,0.2526,174.4087,1.3095,381.5819,21.6917,Spanish Fork,10,Tributary,39.93523842,-111.2025859,12.9,Spanish Fork,Ag unreg,3.45,4.54,3.33,75.9,2.62,0.0852,2.01
Summer,551,2.42,0.028704918,0.543333333,0.0178332,2.5994,198.8745,0.2963,101.9121,1.1262,277.847,14.2567,Spanish Fork,10,Tributary,39.93189801,-111.2012886,39.7,Spanish Fork,Ag unreg,7.54,11,5.55,63.2,0.0685,0.00108,4.17
Summer,558,3.85,0.038484,0.665833333,0.0256424,3.5976,98.71195,0.02985,113.48315,2.19805,513.374,52.6033,Upper Provo,7,Mainstem,40.55772578,-111.1687786,171,Provo River,Mixed dammed,37.1,201,28.7,79.9,1.76,0.0929,3.51
Summer,566,1.09,0.0378326,0.835666667,0.4694466,1.7673,33.1016,0.0237,20.7378,2.6547,4295.2857,81.035,Upper Provo,8,Tributary,40.54550296,-111.0960006,3.17,Provo River,Mixed dammed,0.477,2.07,0.562,90.8,0.37,0.37,0.44
Summer,568,4.59,,0.278,0.0075642,0.8251,49.0198,,13.0122,0.9161,62.4447,5.9859,Upper Provo,9,Mainstem,40.59333271,-111.0942608,67.3,Provo River,Mixed dammed,16.2,113,15.5,77.9,2.67,0.13,4.58
Summer,571,2.11,0.044713842,0.662,0.425061,1.7621,38.1951,,22.1057,,145.6046,24.4653,Upper Provo,8,Tributary,40.5146643,-111.070843,10.5,Provo River,Mixed dammed,1.89,9.83,2.46,84,0.85,0.0661,4.96
Summer,572,1.88,0.0489064,0.653666667,0.3398024,2.2833,63.5066,0.0262,20.5683,2.2162,571.4633,61.4467,Upper Provo,8,Tributary,40.51328165,-111.064615,10.1,Provo River,Mixed dammed,1.89,10.5,2.29,88.2,1.9,0.0814,3.25
Summer,574,1.02,,0.373333333,0.1217818,2.5046,29.951,,32.7182,0.9513,41.439,5.6173,Upper Provo,9,Tributary,40.57438928,-111.0460065,21,Provo River,Mixed dammed,4.28,25.5,5,79.9,0.46,0.0675,5.98
Summer,578,5.11,,0.427333333,0.0062734,0.6775,29.9094,,10.0127,0.9038,41.6422,4.7252,Upper Provo,10,Mainstem,40.59225,-110.99859,30,Provo River,Mixed dammed,8.49,83.3,9.44,71.7,4.6,0.14,4.74
Summer,579,5.07,0.025268423,0.449,0.0149086,0.6226,31.721,,8.7709,,33.7002,4.2307,Upper Provo,10,Mainstem,40.65772699,-110.9468386,10.3,Provo River,Mixed dammed,3.44,48.7,4.61,62.8,8.66,0.17,5.03
Summer,581,4.7,,0.375,0.0120316,1.1732,130.831,0.1301,11.5106,0.9099,162.7241,6.8112,Upper Provo,10,Mainstem,40.67383081,-110.9390639,2.32,Provo River,Mixed dammed,0.68,8.94,1.42,56.6,5.52,0.27,4.27
Summer,591,1.88,0.028037477,0.405666667,0.3501596,13.9576,1520.6571,0.4494,1179.5852,,0.1092,3.7813,Lower Provo,5,Mainstem,40.263816,-111.663993,671,Provo River,Mixed dammed,0,0,0,65.5,4.5,0.56,3.49
